node1,node2
919,1010
2159,2175
1083,1196
2858,2464
2378,2683
993,3085
2805,3112
822,412
276,901
1823,1651
1168,873
2206,2675
685,592
245,722
659,70
1114,2104
541,507
2519,2254
419,360
0,514
780,1664
432,915
2136,1394
2501,2861
364,550
447,213
1264,1284
291,216
1659,1659
3043,3111
266,905
2910,2451
876,1489
510,504
1646,1320
644,1010
1114,2059
276,902
444,94
1023,1875
868,632
897,557
659,208
682,91
3140,2371
1677,1724
364,103
1383,1650
2622,2859
1937,1212
440,10
1972,2160
2777,3088
2696,3144
2105,1723
173,384
1599,1600
1903,1965
2711,2465
32,592
862,474
860,214
265,888
3308,3309
2699,2441
698,668
1001,7
1634,1138
1722,2068
1808,1808
787,722
390,382
2955,1173
1736,1314
699,700
1683,1325
2855,199
390,7
1782,1576
3032,2477
1125,1250
2969,2292
302,251
2657,2658
2537,2537
439,481
337,287
995,935
12,508
1372,1904
326,591
3172,2403
992,65
1227,2792
1667,3028
1903,2032
940,394
285,697
333,722
31,779
1386,1566
2591,2698
1293,1930
350,515
1667,3153
1979,1978
1749,1235
542,791
388,676
172,56
387,649
390,445
2501,3180
311,2530
880,645
2969,1897
1636,1253
1709,1490
2030,2090
926,927
364,167
2100,2102
654,202
631,492
483,355
1959,1958
963,212
3095,3097
1359,1583
795,1794
506,721
1108,1317
1043,1893
108,1494
661,948
842,896
1657,1359
2110,2005
1560,1339
57,1636
218,1489
2189,2303
31,882
404,403
296,655
488,834
1379,1605
1046,1891
364,804
1966,2112
772,896
149,149
748,999
1896,2051
704,751
848,984
838,383
313,315
22,599
2022,1402
184,54
40,411
1516,1329
1701,150
338,888
2688,2409
1141,1248
58,697
245,1009
3208,2791
2050,1542
1820,1270
364,701
1744,1059
9,970
847,40
3102,3101
685,845
1121,2113
30,1991
999,1000
1528,1814
51,516
471,272
916,617
940,938
1615,1411
97,63
1637,1977
1150,2118
691,250
71,939
391,382
364,517
373,3015
79,828
637,150
383,384
2512,2182
655,1007
291,516
1528,1723
459,697
905,2686
1348,1965
544,14
2014,1759
301,68
1580,2043
2206,3099
353,164
2263,2951
416,418
1998,1281
663,657
1193,1548
507,206
1609,1842
1895,1991
1599,1076
905,3191
24,127
980,160
1049,1049
263,311
2080,1333
2515,3133
867,868
318,51
291,356
661,97
539,86
1421,1765
460,685
2217,3037
1822,1130
2056,1341
28,105
416,453
886,1010
673,711
2365,3285
85,697
847,980
2788,2787
2259,2442
1045,1980
1560,1818
1972,1643
2285,2285
1150,1262
495,743
425,426
330,137
272,310
390,906
1908,1689
323,514
450,449
1731,1657
3022,2780
2213,3258
471,780
582,200
1038,1636
876,2638
3215,2287
1079,1227
2623,2792
471,504
1740,1282
1717,1887
616,714
1051,1253
763,374
2874,3105
297,3015
658,82
792,859
1509,325
30,1788
0,415
1470,1944
2974,3077
3275,2410
1876,687
623,623
3157,2313
1005,51
2049,2175
1017,1549
1506,1294
472,145
472,142
780,1921
2196,55
1728,1729
2723,2722
707,708
461,888
1041,2036
290,252
278,444
805,516
3020,2533
1460,1061
439,444
1037,1309
3056,3055
1967,1013
2174,1385
441,1236
561,561
2068,1345
2499,2191
3108,2517
2050,853
9,202
2593,2199
1970,1399
44,632
373,251
281,861
2002,1955
1043,1828
1461,2005
780,1650
1725,1427
691,499
396,723
445,444
167,639
30,2064
712,935
1390,1688
57,1981
596,496
2156,1072
1755,1837
1708,818
298,764
329,948
522,987
534,732
1005,1586
2015,2014
780,2149
1383,1649
862,732
659,986
3044,2216
1374,1062
572,549
2852,2853
556,2266
2486,2583
1530,1185
874,2429
1793,1777
998,1000
999,106
799,639
1670,1671
616,572
3029,3029
329,114
1381,1162
1420,2699
29,793
2553,2402
275,153
2350,2907
736,320
1006,779
1038,1174
1766,1282
615,306
1592,1593
1731,1680
1737,1736
2274,2044
99,723
1667,1326
872,213
1537,1394
373,2463
986,495
37,444
1519,1303
28,153
748,54
1878,1096
3108,2516
2776,2775
3001,3307
793,859
280,324
2816,2383
0,585
768,728
1222,1807
1406,1658
1388,1982
1349,2124
851,2336
263,26
3021,1529
2325,2594
691,935
469,586
753,195
1470,1954
1517,1162
1657,1583
1901,1300
1820,1617
2085,2087
429,1721
471,510
673,839
2745,464
1515,1748
243,126
609,3162
1878,1265
917,149
352,354
2593,3166
390,481
2034,1776
1460,1374
2801,2800
2975,3118
3087,3109
2175,2122
691,898
1918,2023
416,351
460,2361
506,394
2320,2401
1180,1196
1183,1837
483,525
2328,3153
1701,2057
2226,2341
1150,1294
1004,619
390,557
646,732
462,167
503,634
714,67
373,3014
2582,2662
1470,2002
364,481
615,350
1084,2158
1852,1295
998,67
2651,2574
2996,2331
1624,1549
2083,1369
3106,2428
61,944
1554,1553
847,526
685,687
1690,1528
2897,2895
643,35
2184,2306
1737,1359
372,69
31,2665
291,3130
2584,2672
2646,2282
383,108
2378,2682
391,189
1450,2119
747,481
672,2437
144,146
88,1999
1363,1759
3292,3292
505,534
2034,1981
2006,2109
1017,1264
972,3279
14,868
2135,2141
960,711
848,509
179,267
1645,1031
2558,3022
3124,1849
3209,2393
567,1650
3052,3053
822,281
916,5
2832,2323
698,574
2996,2544
1759,1947
295,236
1928,1784
1852,1257
847,187
715,135
13,250
1151,1301
338,581
876,725
2168,1801
2824,2977
2603,2809
1437,1388
0,0
3036,2501
814,136
2081,2161
1428,1429
3021,2166
768,727
2599,3093
814,866
695,1960
1916,1422
3236,2480
3045,3038
201,1494
179,779
390,147
1861,1266
2540,3033
2733,3195
184,697
1230,1191
688,841
738,2665
1017,591
837,835
847,595
1418,1306
1545,1427
847,436
661,328
3048,2290
748,697
2491,2223
716,2381
661,674
1102,1958
3012,2418
1011,2028
201,2125
266,3191
905,2670
1794,1487
978,917
1066,1961
2874,2972
1081,1950
488,950
718,877
1406,1822
6,682
291,590
35,92
538,673
1918,2175
430,732
969,684
0,691
3261,3263
1307,2036
753,579
2837,2838
487,42
3040,770
1475,1679
443,586
756,334
574,95
1416,1249
1753,1628
243,617
644,271
714,105
816,866
1675,1933
3153,2460
2931,2497
699,251
663,831
308,868
2430,2430
612,52
3030,3030
276,107
1776,1174
274,63
2010,2010
2221,2513
739,235
1175,2173
847,46
1727,2097
716,135
1379,1504
650,957
1532,1532
291,746
178,236
822,125
390,802
266,685
776,883
150,326
2050,2112
848,816
635,491
1574,1280
291,106
390,82
184,3252
2835,2370
1338,1332
1090,1174
1458,1850
552,952
3107,2441
408,516
814,884
912,826
801,754
488,955
533,732
553,2161
285,445
2550,3005
1148,710
1929,2078
2248,2746
1835,1836
25,69
1888,1887
1731,1071
2098,1276
1789,2363
661,877
2014,1033
3228,2456
1297,1089
1,1937
1752,1949
698,619
179,297
2781,2392
564,775
275,956
916,77
782,2639
951,277
1153,1329
1706,1224
3239,2772
588,952
2496,2496
1550,1235
1560,1668
295,232
64,91
999,998
2580,2579
1444,1439
1634,1100
2494,1469
5,603
488,42
1373,1083
1759,1486
887,697
704,239
1736,1359
1067,1251
2329,2329
3124,2646
179,573
2236,2193
1524,1934
1731,1359
2693,2373
2298,3023
2394,2397
753,811
1916,853
1860,1132
1068,235
1997,1179
305,228
3286,2703
1985,1350
1291,1344
2406,2406
665,727
1197,1587
621,623
1478,1439
1977,1327
37,2464
1731,1735
1509,1639
447,967
2733,2349
439,597
2560,2581
3170,2869
1929,1698
994,990
3147,3150
12,777
405,2134
558,475
192,607
439,918
502,508
1050,1254
2919,2638
1776,1107
506,843
3007,2272
847,506
354,2770
271,690
573,829
291,501
781,2585
341,868
2243,3074
806,247
2203,2911
609,828
1460,1218
1701,324
704,143
2696,1867
991,74
1870,1944
69,355
441,1801
3250,3251
1786,1784
3167,2334
2831,2307
2736,2178
1113,1395
1479,2012
932,240
386,240
3198,3199
437,711
3125,2485
960,2415
364,382
2749,3264
2590,2476
1493,1738
450,896
2375,3213
2019,1400
1733,1059
747,805
2948,1173
3119,2756
1363,1946
2375,3216
905,3041
1646,421
1470,1980
429,284
1468,1467
1101,2132
1809,1974
799,777
1381,1268
2993,3311
87,87
641,209
698,697
337,675
1762,1911
1661,1098
1597,1598
566,802
916,661
831,886
1732,1731
1770,1771
462,828
522,54
525,590
581,580
390,504
698,303
3019,2867
1753,1949
2833,2744
1864,1123
1273,1668
172,1934
309,161
999,105
130,1498
544,286
349,575
1980,2112
693,401
2750,2279
847,484
265,655
31,1357
1114,1187
748,714
1255,1255
2105,311
1743,1019
79,3162
640,639
418,141
9,820
769,2157
2137,1211
1797,1727
699,669
551,680
927,147
1989,1514
828,1326
1850,1999
1075,1169
264,723
3072,3071
1116,1893
284,1513
439,755
3185,402
1870,1178
916,274
631,750
2081,665
3058,3231
641,719
662,877
2171,2172
3268,3266
108,2125
326,350
566,770
1634,1893
947,974
772,911
1343,1412
1463,1590
3155,2429
1691,1992
24,406
104,129
3125,2483
1203,1964
1379,1462
838,108
773,356
1406,1715
3244,2438
1158,1214
48,106
1971,1400
302,911
2199,3025
461,25
1148,1551
390,363
1928,1927
847,542
291,153
676,2985
847,509
389,936
218,3303
2591,821
2967,2966
537,380
1683,1324
3051,2234
287,170
1745,1269
501,1007
22,303
390,10
1949,1628
2438,2465
57,1127
1094,1676
1520,1233
1831,1554
2990,2990
2753,2418
655,508
1799,1807
1068,1515
2083,1356
2884,2884
855,2282
3277,2771
1101,2170
2658,1532
661,908
2745,3115
577,3209
381,606
554,422
1063,1707
1106,1132
2809,2734
1059,1378
2148,1203
688,180
1419,1921
1155,1213
1924,1275
303,180
483,918
2856,2751
3293,2624
1833,1656
977,516
2426,2756
264,815
608,413
1101,2133
2668,2669
2128,1244
2686,2385
830,176
848,985
297,797
275,1000
3179,3179
1970,1400
439,364
1827,2072
2048,1777
1681,1409
506,171
3149,3150
973,196
643,682
3039,3073
3225,2968
1585,1629
2500,2500
390,673
3041,2415
1101,1609
1420,2260
2575,3163
2841,2842
2014,2015
1040,1309
719,347
471,285
2847,2848
410,316
847,242
677,868
441,645
79,2677
390,317
1860,1236
2702,2647
1070,1236
2164,2163
866,569
2894,3048
905,697
204,650
1850,1281
1383,1956
1725,2024
2142,2144
3043,2641
2039,2038
722,721
1771,2123
314,315
832,17
439,253
3154,2459
410,570
218,2638
1426,2119
930,939
2210,2275
304,634
780,1239
730,320
86,272
847,527
3210,2970
596,160
916,595
3220,2972
553,2728
933,202
1465,1298
2878,3046
441,774
1759,1946
22,335
533,534
495,667
999,54
2507,3074
986,84
1033,2014
2522,3223
822,810
2211,2326
616,748
699,714
1731,1080
2312,3149
263,344
2214,2845
850,313
471,262
416,198
429,1710
1220,1199
2631,2481
2817,2472
457,458
2535,2534
218,2104
556,257
1776,1404
3162,2460
799,390
416,879
3028,3162
397,213
1778,1778
2740,2213
3260,3261
364,253
747,356
663,643
637,552
979,935
751,752
459,573
2046,2047
34,697
748,998
47,778
1460,1140
1421,1933
898,197
31,1740
1414,1476
1013,1427
150,149
422,105
2002,1954
834,964
2089,2087
1174,1404
763,50
902,555
1219,1236
8,1986
378,2596
390,702
1918,2114
505,30
3234,3205
184,1249
872,778
932,386
2088,1372
265,567
553,673
1906,2826
1850,1998
297,504
1735,1359
1125,1286
737,730
3149,3146
2996,2997
1230,1514
514,868
2050,2032
2805,3113
2080,1300
1443,1534
1523,1167
1927,1784
2651,692
295,475
917,327
814,121
390,525
1416,2157
618,240
1577,1494
329,36
460,1006
814,35
866,121
880,774
439,244
3228,2037
505,172
2818,2819
2169,2166
568,158
1448,1602
1562,1321
99,952
1380,1059
631,620
349,574
853,753
2624,2456
799,332
2249,2249
3232,3233
2995,2765
372,194
1297,1013
3167,2444
410,241
2877,2561
1564,1110
1657,1736
1389,1146
2139,1828
1859,404
657,656
2416,2629
149,326
2814,2815
390,899
465,466
681,231
857,775
390,711
1648,1243
661,314
1588,1235
699,755
298,1010
2708,2825
623,621
1443,1535
1918,2095
2246,2246
1408,1715
2855,185
643,814
2530,2529
976,355
79,103
1990,762
338,555
2455,2851
86,26
2684,2683
1725,1417
0,690
9,559
1799,2044
39,1010
2083,1328
2050,2006
105,180
460,3159
612,964
1549,978
1464,1761
3084,3082
1695,1828
2179,2200
1578,1530
553,1921
600,671
769,685
364,251
3172,3304
817,1002
2202,3162
1150,1236
659,570
905,768
1577,1087
981,982
291,152
998,105
21,680
2207,2632
1860,1242
2695,2498
521,616
1446,1361
1230,1811
3020,2532
372,501
3006,3005
2668,2670
863,865
3265,3000
2197,2504
1352,1207
822,472
849,607
3075,2449
531,810
2798,3243
948,328
699,697
2344,2456
338,69
522,1374
2520,3024
1004,481
471,1357
938,939
460,3156
1047,1776
1057,1254
643,136
390,156
1664,1921
1938,1019
624,623
631,241
801,802
791,188
1708,2753
544,545
1634,2165
414,58
3227,2346
1033,1759
434,387
573,257
828,2460
1395,1313
753,628
269,80
390,929
2981,2549
615,592
2971,2417
674,72
2780,2870
24,947
2538,2309
661,313
1818,1256
2983,2454
1356,2061
893,703
1918,1917
2805,2805
3183,401
1470,1704
34,1587
1092,2009
635,870
979,493
1568,592
390,896
0,783
404,405
799,365
3147,3146
699,619
873,576
700,366
2320,2638
2651,914
782,2640
1503,1285
1004,7
982,622
769,796
1273,1714
2042,1283
905,802
672,2420
764,723
647,898
1423,1542
2531,2533
986,943
1979,2149
170,494
1687,421
2945,2355
715,610
2804,2524
3085,993
863,864
2559,3120
631,1009
747,910
2595,2594
2049,1252
2930,2471
926,483
88,152
482,51
689,573
1941,1244
2648,2648
3114,2239
343,869
847,435
2212,2423
272,285
179,1282
2633,2577
1970,1971
1500,1499
739,464
1693,1260
2813,2465
631,495
925,868
274,735
1482,1482
1787,1654
2274,3127
104,134
276,655
488,1010
439,702
857,345
518,952
184,694
2711,2532
917,325
2759,2610
1054,1491
102,267
2081,1876
278,1267
184,1761
1273,1454
986,226
1059,1014
3297,2879
2066,1788
793,740
2003,1487
3169,3014
2589,2589
2594,2325
1743,1874
398,820
390,706
1067,1236
1914,1914
364,470
767,473
661,603
1553,1554
1858,3274
3096,3182
2511,3206
387,202
1000,998
183,2207
3186,2961
1460,1781
390,28
439,414
2806,2807
637,326
2067,2067
2135,1194
3289,3248
2202,779
1150,421
1397,3008
1967,1967
1924,1404
3178,2428
598,599
2559,246
2183,3156
1500,1088
1000,956
505,732
780,1203
418,146
1633,1801
5,97
364,911
1913,2143
699,34
390,98
691,690
378,1633
296,25
553,2791
2593,1312
2932,2862
218,1247
1948,1825
441,1531
375,515
478,868
385,202
0,111
1178,1178
390,212
1242,1236
1107,1425
3125,2310
615,288
390,470
1733,1744
1709,2072
1226,235
1406,1367
1066,1962
1615,1614
487,950
3197,3197
1492,1492
3244,2667
2753,2387
2619,2618
3246,3245
2805,2807
1543,2293
986,61
342,771
1226,592
2936,2869
3257,2414
289,732
390,517
1543,1326
1268,2120
2813,2438
1396,1236
805,746
401,400
1631,90
390,799
2034,1289
763,825
1896,1393
30,2149
1674,1482
1015,2093
1851,1633
1279,779
968,969
547,253
598,151
847,43
1005,920
1649,1272
934,680
1145,1139
716,2961
1877,1502
32,686
2731,2337
372,502
3156,3159
900,810
1731,1314
1045,1453
2616,2618
1014,1378
410,622
304,304
782,162
1135,1747
571,234
769,1234
862,1969
620,621
2658,1531
1165,2066
1819,2048
757,758
2339,974
291,640
416,144
2883,2421
3190,3116
1470,1705
2615,2285
2288,2311
734,751
2732,2526
1740,1766
55,971
2719,2718
905,2278
1354,2856
2091,2064
1168,2106
708,223
986,750
1916,1572
1031,1872
2145,1805
2803,2803
471,566
780,267
88,154
471,541
352,353
495,19
390,154
1101,1441
661,852
364,462
1717,1717
3285,2365
2928,2822
1787,1052
2784,2553
672,215
121,866
509,174
1637,1375
1131,1885
979,237
1894,1893
769,538
1137,1964
390,450
433,915
917,150
605,185
747,911
663,858
999,714
483,51
390,259
985,629
1863,1336
3035,3034
1366,2043
2130,2129
326,324
329,97
1833,2154
3303,2399
364,259
372,655
517,525
3090,3196
442,106
53,309
1820,1669
1090,1608
328,617
659,1009
2584,2586
847,191
1657,1735
1413,1240
1875,1616
1903,1624
1706,610
877,718
3142,2769
2811,2226
1374,1410
2937,2938
1568,235
283,263
86,585
78,732
1460,1761
1078,1600
547,573
643,313
1046,1302
1568,1226
2628,2380
1373,1152
1767,1099
849,40
290,157
666,667
32,687
542,145
954,737
1101,2171
12,1741
51,470
354,1958
477,346
2671,2439
554,58
1478,1440
1701,325
1058,2024
28,54
1352,1539
814,786
291,673
2060,1201
1525,1661
429,1172
488,833
613,955
2713,2653
1368,1476
1366,1727
1996,1179
932,869
2008,1341
3281,3222
612,271
705,432
25,357
1970,1398
1038,1107
488,367
2745,122
1,153
1524,1168
758,758
763,805
365,2446
3274,3013
2614,2619
2987,530
1185,1945
1034,1666
1972,1609
2754,2755
2006,1571
616,549
471,276
348,630
2031,946
1046,1286
2282,1518
587,808
3107,2699
1474,2065
1978,1449
3065,3066
2436,2436
2000,1845
432,433
616,67
230,411
1896,1607
894,73
926,244
741,1009
1004,802
2111,2112
88,779
390,58
9,260
522,619
1024,1527
799,701
1385,1385
390,253
2709,2681
1851,2995
439,94
2920,2920
262,541
179,1991
2983,2984
1967,1725
58,180
5,36
1147,1874
2338,3059
772,804
390,182
2892,2300
276,580
1599,1950
2306,2356
104,131
390,391
1507,1150
266,88
339,1858
2865,946
3027,3026
263,840
1857,1126
34,573
847,583
0,784
517,251
3212,3216
542,101
1542,1215
714,153
847,409
483,259
2299,2253
2942,2915
1016,2138
2049,2033
985,515
793,793
2686,687
2955,2954
2711,2438
179,646
788,579
1159,1287
441,1478
817,171
1675,1240
381,119
2821,2268
1928,1785
1633,774
1222,1540
441,2168
302,438
994,752
1892,1274
2490,2578
1731,1736
865,1240
1546,1547
2568,2757
571,697
1165,1788
1015,1440
441,2765
22,469
1435,2008
1431,2193
2213,2244
22,899
2736,2476
916,329
985,350
2022,2022
932,654
1297,1725
735,813
809,808
1549,1549
1812,1813
373,374
3278,2701
1589,1149
364,482
495,208
65,152
522,1464
1524,2041
3091,3091
747,504
998,998
1154,1117
2205,2899
2210,1707
1483,1310
3152,3152
390,153
1801,2024
390,608
285,896
273,432
123,310
1972,1964
1930,1487
1728,1085
814,188
745,438
1512,305
474,90
2232,3033
946,706
392,914
1857,577
661,836
956,54
646,2149
1050,1168
1642,1284
3164,2340
2521,2557
631,70
262,673
1008,455
540,784
999,956
1862,1430
1406,1736
2184,2356
530,879
624,621
488,790
1729,1717
22,118
2955,2948
2285,2616
2552,2456
1918,1298
847,594
685,697
1352,1449
616,998
390,669
998,106
734,733
561,655
663,6
699,906
2600,3109
1646,1262
1148,1687
1406,1732
2847,1807
2006,1422
2049,2075
1891,1439
1922,1901
1382,1889
320,1009
1058,1236
1175,1385
1539,1207
3067,3065
3052,2234
2021,2079
2894,2266
502,107
547,259
547,590
2586,2584
439,365
2434,2767
547,159
3291,2318
1354,1019
822,145
2222,2567
888,357
856,877
354,351
332,2342
905,1234
1483,2116
488,489
1013,1417
765,363
2121,1299
1383,1272
297,541
698,95
3008,3009
691,1009
410,116
420,233
763,800
2840,2839
1119,2036
3085,2275
217,724
2050,1648
610,135
1120,1210
2161,1921
285,94
3202,3033
2105,1144
619,920
1690,1814
2126,2127
2322,2605
2839,2840
1633,645
2509,2638
2587,2587
272,516
1689,2176
454,817
1406,1359
1014,1365
1634,2139
1614,1773
698,481
978,1549
748,106
63,949
847,729
1764,1811
3043,2980
3043,2909
160,854
370,135
660,875
564,975
390,254
364,516
3235,2845
79,460
616,574
3199,3199
699,155
698,701
968,727
572,697
1254,754
846,604
1253,1253
390,597
546,548
373,94
343,1804
1374,2149
1416,1231
3134,3133
2084,2104
1056,1161
2299,2259
1557,1558
3050,3049
1857,1859
483,481
1374,1726
